40.7441065,-73.9956382
40.7429103,-73.9927979
40.7448186,-73.9914085
40.7460176,-73.9942525
40.7503422,-73.9910985
40.7491217,-73.9882353
40.7504511,-73.9872327
40.7491045,-73.9840705
40.7509597,-73.9827265
40.7523170,-73.9859470
40.7535585,-73.9850397
40.7571536,-73.9935785
40.7559045,-73.9944753
40.7570936,-73.9973219
40.7552565,-73.9986588
40.7540713,-73.9958428
40.7527418,-73.9968169
40.7515320,-73.9939428
40.7472165,-73.9970852
40.7484299,-73.9999571
40.7465212,-74.0013497
40.7441065,-73.9956382
